tR,tRW,x,y,th,v,w,batVolt,isFollowing,xVm,yVm,dist,xVmG,yVmG,vD,wD,kappaD,distVm,headVm,vScale,wScale,distDesired,thDesired,xError,yError,vx,vy,vNew,wNew,xVmD,yVmD,
1149273942,149273968,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0,0,0,0,0,0,
1149274041,149274078,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274151,149274140,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274247,149274265,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274342,149274343,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274439,149274453,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274533,149274546,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274646,149274640,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274741,149274750,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274836,149274843,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149274933,149274953,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275029,149275031,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275142,149275140,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275236,149275250,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275331,149275343,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275428,149275437,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275526,149275531,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275619,149275625,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275733,149275750,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275828,149275843,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149275925,149275937,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149276020,149276031,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149276117,149276125,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149276228,149276218,0,0,0,0,0,12.3,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149276323,149276328,0,0,0,0,0,12.3,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
1149276421,149276421,0,0,0,0,0,12.3,0,0.3,0,0,0.3,0,0.612372,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.75,0,0.75,0,0.3,0,
