tO,tOW,trigger,tK,tKW,KLKneeX,KLKneeY,KLKneeZ,KLAnkleX,KLAnkleY,KLAnkleZ,KLFootX,KLFootY,KLFootZ,KRKneeX,KRKneeY,KRKneeZ,KRAnkleX,KRAnkleY,KRAnkleZ,KRFootX,KRFootY,KRFootZ,tDiffR,WLKneeX,WLKneeY,WLKneeZ,WLAnkleX,WLAnkleY,WLAnkleZ,WLFootX,WLFootY,WLFootZ,WRKneeX,WRKneeY,WRKneeZ,WRAnkleX,WRAnkleY,WRAnkleZ,WRFootX,WRFootY,WRFootZ,
-1,-1,-1,4199,149063343,-0.0797399,-0.389941,1.30956,-0.046435,-0.676984,1.29957,-0.0540155,-0.695973,1.20913,0.128961,-0.397029,1.28014,0.136914,-0.677057,1.31837,0.125986,-0.696232,1.22795,16,-1.45956,0.07974,0.310059,-1.44957,0.0464351,0.0230161,-1.35913,0.0540156,0.00402725,-1.43014,-0.128961,0.302971,-1.46837,-0.136914,0.022943,-1.37795,-0.125986,0.00376809,
-1,-1,-1,4232,149063375,-0.0796002,-0.392301,1.30853,-0.0463403,-0.677037,1.29961,-0.0536952,-0.695678,1.20988,0.128961,-0.396442,1.27972,0.137073,-0.676563,1.31812,0.126367,-0.695395,1.2284,48,-1.45853,0.0796003,0.307699,-1.44961,0.0463404,0.0229626,-1.35988,0.0536953,0.00432235,-1.42972,-0.128961,0.303558,-1.46812,-0.137073,0.0234372,-1.3784,-0.126367,0.00460494,
-1,-1,-1,4265,149063406,-0.0797544,-0.388874,1.3079,-0.0465031,-0.676998,1.29993,-0.0536013,-0.695329,1.21083,0.129024,-0.396067,1.27941,0.137071,-0.676461,1.31807,0.126618,-0.694981,1.22898,80,-1.4579,0.0797545,0.311126,-1.44993,0.0465031,0.0230017,-1.36083,0.0536014,0.00467122,-1.42941,-0.129024,0.303933,-1.46807,-0.137071,0.0235395,-1.37898,-0.126618,0.00501877,
-1,-1,-1,4299,149063437,-0.0799014,-0.387011,1.30759,-0.0463995,-0.677178,1.30024,-0.0532831,-0.695869,1.21028,0.129074,-0.395969,1.2794,0.137615,-0.67545,1.31762,0.127364,-0.694343,1.22768,19,-1.45759,0.0799015,0.312989,-1.45024,0.0463996,0.0228216,-1.36028,0.0532832,0.00413102,-1.4294,-0.129074,0.304031,-1.46762,-0.137615,0.0245501,-1.37768,-0.127364,0.00565702,
-1,-1,-1,4332,149063468,-0.0798676,-0.386755,1.30761,-0.0464438,-0.677242,1.30014,-0.0528222,-0.695704,1.21064,0.129183,-0.395829,1.27939,0.137765,-0.675387,1.31758,0.128016,-0.694054,1.22809,51,-1.45761,0.0798677,0.313245,-1.45014,0.0464439,0.0227585,-1.36064,0.0528223,0.00429636,-1.42939,-0.129183,0.304171,-1.46758,-0.137765,0.0246132,-1.37809,-0.128016,0.00594634,
-1,-1,-1,4365,149063500,-0.0798323,-0.386543,1.3076,-0.0467688,-0.677597,1.29988,-0.0526998,-0.696376,1.20962,0.129319,-0.395677,1.27949,0.137903,-0.675239,1.31762,0.12859,-0.694232,1.22737,83,-1.4576,0.0798323,0.313457,-1.44988,0.0467689,0.0224031,-1.35962,0.0526999,0.00362438,-1.42949,-0.129319,0.304323,-1.46762,-0.137903,0.0247614,-1.37737,-0.12859,0.00576812,
-1,-1,-1,4400,149063546,-0.0799283,-0.386037,1.3074,-0.0466775,-0.677647,1.3001,-0.0520748,-0.696151,1.21046,0.129414,-0.39542,1.27951,0.138053,-0.675255,1.31755,0.129278,-0.693972,1.22791,37,-1.4574,0.0799284,0.313963,-1.4501,0.0466775,0.0223532,-1.36046,0.0520748,0.00384939,-1.42951,-0.129414,0.30458,-1.46755,-0.138053,0.0247446,-1.37791,-0.129278,0.00602823,
-1,-1,-1,4432,149063578,-0.0799683,-0.385786,1.30699,-0.0465622,-0.677158,1.29955,-0.0516637,-0.695934,1.20923,0.129475,-0.395372,1.27957,0.138108,-0.675269,1.3175,0.129628,-0.694255,1.22719,69,-1.45699,0.0799684,0.314214,-1.44955,0.0465623,0.0228422,-1.35923,0.0516638,0.00406563,-1.42957,-0.129475,0.304628,-1.4675,-0.138108,0.0247312,-1.37719,-0.129628,0.00574541,
-1,-1,-1,4465,149063609,-0.0782708,-0.403639,1.30688,-0.0464909,-0.677312,1.29986,-0.0513164,-0.696327,1.20903,0.12955,-0.395326,1.27985,0.138125,-0.675398,1.31764,0.129924,-0.694621,1.22682,101,-1.45688,0.0782709,0.296361,-1.44986,0.046491,0.0226876,-1.35903,0.0513165,0.00367284,-1.42985,-0.12955,0.304674,-1.46764,-0.138125,0.0246025,-1.37682,-0.129924,0.00537944,
-1,-1,-1,4500,149063640,-0.0784337,-0.403586,1.30671,-0.0461991,-0.677631,1.29976,-0.0507738,-0.696899,1.20828,0.129662,-0.395116,1.27994,0.138404,-0.674869,1.31761,0.130449,-0.694359,1.22613,23,-1.45671,0.0784338,0.296414,-1.44976,0.0461992,0.0223693,-1.35828,0.0507738,0.00310099,-1.42994,-0.129662,0.304884,-1.46761,-0.138404,0.0251315,-1.37613,-0.130449,0.00564146,
-1,-1,-1,4532,149063671,-0.0784664,-0.403637,1.30673,-0.0460268,-0.677814,1.29977,-0.050344,-0.696848,1.20869,0.129752,-0.395069,1.28014,0.138599,-0.674055,1.31769,0.130897,-0.693326,1.22661,39,-1.45673,0.0784665,0.296363,-1.44977,0.0460269,0.0221862,-1.35869,0.0503441,0.00315213,-1.43014,-0.129752,0.304931,-1.46769,-0.138599,0.0259454,-1.37661,-0.130897,0.00667405,
-1,-1,-1,4566,149063718,-0.0786272,-0.40364,1.30678,-0.0460318,-0.677959,1.29956,-0.0501513,-0.697229,1.20789,0.129804,-0.395051,1.2804,0.138608,-0.674073,1.31772,0.131099,-0.693585,1.22605,87,-1.45678,0.0786273,0.29636,-1.44956,0.0460319,0.0220411,-1.35789,0.0501514,0.00277072,-1.4304,-0.129804,0.304949,-1.46772,-0.138607,0.0259266,-1.37605,-0.131098,0.00641507,
-1,-1,-1,4600,149063765,-0.0789354,-0.396452,1.30622,-0.0457082,-0.67843,1.30019,-0.0496488,-0.697475,1.20895,0.129914,-0.394983,1.28049,0.138882,-0.673857,1.3176,0.131551,-0.693148,1.22635,26,-1.45622,0.0789355,0.303549,-1.45019,0.0457083,0.0215702,-1.35895,0.0496489,0.00252485,-1.43049,-0.129914,0.305017,-1.4676,-0.138882,0.0261431,-1.37635,-0.131551,0.00685191,
-1,-1,-1,4633,149063796,-0.0795465,-0.392329,1.30623,-0.0457315,-0.678043,1.29983,-0.0495139,-0.696895,1.20897,0.129971,-0.394983,1.2806,0.138872,-0.673842,1.3176,0.131697,-0.692938,1.22673,58,-1.45623,0.0795466,0.307671,-1.44983,0.0457316,0.0219575,-1.35897,0.0495139,0.00310463,-1.43059,-0.129971,0.305017,-1.4676,-0.138872,0.0261583,-1.37673,-0.131697,0.00706208,
-1,-1,-1,4665,149063828,-0.0794853,-0.392764,1.30623,-0.0453714,-0.678494,1.30042,-0.0490456,-0.69764,1.20913,0.130033,-0.3949,1.28071,0.138905,-0.673881,1.31759,0.131844,-0.693272,1.2263,-4,-1.45623,0.0794853,0.307236,-1.45042,0.0453715,0.0215061,-1.35913,0.0490457,0.00235987,-1.43071,-0.130033,0.3051,-1.46759,-0.138905,0.0261194,-1.37629,-0.131844,0.00672817,
-1,-1,-1,4700,149063859,-0.0797756,-0.396022,1.30693,-0.0462811,-0.6793,1.29887,-0.0498118,-0.698204,1.20805,0.1301,-0.394844,1.28069,0.138954,-0.673809,1.31764,0.13202,-0.692983,1.2268,28,-1.45693,0.0797757,0.303978,-1.44887,0.0462812,0.0207002,-1.35805,0.0498118,0.00179577,-1.43069,-0.1301,0.305156,-1.46764,-0.138954,0.0261912,-1.3768,-0.13202,0.00701714,
-1,-1,-1,4732,149063890,-0.08014,-0.392017,1.30673,-0.0464768,-0.67972,1.2982,-0.0499062,-0.698393,1.20782,0.130147,-0.39482,1.28072,0.139092,-0.673764,1.31761,0.132253,-0.692718,1.2272,60,-1.45673,0.0801401,0.307983,-1.4482,0.0464769,0.0202799,-1.35782,0.0499062,0.00160694,-1.43072,-0.130147,0.30518,-1.46761,-0.139092,0.0262362,-1.3772,-0.132253,0.00728196,
-1,-1,-1,4765,149063921,-0.0802298,-0.390331,1.30682,-0.0467027,-0.679524,1.29786,-0.050042,-0.698005,1.20787,0.130196,-0.394806,1.28075,0.139103,-0.673795,1.31763,0.13235,-0.692557,1.2276,92,-1.45682,0.0802299,0.309669,-1.44786,0.0467028,0.0204763,-1.35787,0.0500421,0.00199509,-1.43075,-0.130196,0.305194,-1.46763,-0.139103,0.0262048,-1.3776,-0.132349,0.00744295,
-1,-1,-1,4800,149063953,-0.0801874,-0.388435,1.30671,-0.0468052,-0.679537,1.29731,-0.0500804,-0.697827,1.2077,0.130212,-0.39484,1.28082,0.139121,-0.673801,1.31758,0.132428,-0.692375,1.22794,31,-1.45671,0.0801875,0.311565,-1.44731,0.0468053,0.0204628,-1.3577,0.0500805,0.00217283,-1.43082,-0.130212,0.30516,-1.46758,-0.13912,0.0261992,-1.37794,-0.132428,0.00762463,
-1,-1,-1,4832,149063984,-0.0787117,-0.399626,1.3073,-0.0467416,-0.67936,1.29769,-0.0499627,-0.697481,1.20846,0.130235,-0.394833,1.28088,0.139138,-0.673815,1.31757,0.132501,-0.692216,1.22831,63,-1.4573,0.0787118,0.300374,-1.44769,0.0467417,0.0206405,-1.35846,0.0499627,0.00251919,-1.43088,-0.130235,0.305167,-1.46757,-0.139137,0.0261846,-1.37831,-0.132501,0.00778449,
-1,-1,-1,4865,149064015,-0.0788143,-0.400603,1.30699,-0.046707,-0.679366,1.29769,-0.0498919,-0.697317,1.2088,0.130239,-0.39482,1.2809,0.139344,-0.67332,1.31752,0.132739,-0.691558,1.22861,1,-1.45699,0.0788144,0.299397,-1.44769,0.0467071,0.0206338,-1.3588,0.0498919,0.00268257,-1.4309,-0.130239,0.30518,-1.46752,-0.139344,0.0266797,-1.37861,-0.132739,0.00844252,
-1,-1,-1,4900,149064046,-0.0789569,-0.400959,1.30717,-0.0468127,-0.679237,1.29745,-0.0499998,-0.697208,1.20852,0.130248,-0.394785,1.28096,0.139411,-0.673307,1.31754,0.132801,-0.691564,1.22858,33,-1.45717,0.078957,0.299041,-1.44745,0.0468128,0.0207631,-1.35852,0.0499999,0.00279242,-1.43096,-0.130248,0.305215,-1.46754,-0.139411,0.026693,-1.37858,-0.132801,0.00843614,
-1,-1,-1,4933,149064078,-0.0787745,-0.404685,1.3082,-0.0466505,-0.67903,1.2982,-0.0498615,-0.697013,1.20926,0.130215,-0.39491,1.28123,0.139534,-0.673398,1.31757,0.132901,-0.691658,1.22861,65,-1.4582,0.0787746,0.295315,-1.4482,0.0466505,0.0209703,-1.35926,0.0498616,0.00298709,-1.43123,-0.130215,0.30509,-1.46757,-0.139534,0.0266022,-1.37861,-0.132901,0.00834244,
-1,-1,-1,4965,149064109,-0.0786198,-0.406601,1.30853,-0.0470434,-0.679178,1.29805,-0.050253,-0.697024,1.20938,0.130178,-0.395017,1.28147,0.139528,-0.673436,1.31762,0.13289,-0.691562,1.22893,3,-1.45853,0.0786198,0.293399,-1.44805,0.0470435,0.0208219,-1.35938,0.0502531,0.00297576,-1.43147,-0.130178,0.304983,-1.46762,-0.139528,0.0265641,-1.37893,-0.13289,0.00843835,
-1,-1,-1,5000,149064140,-0.0786511,-0.406556,1.30855,-0.0470501,-0.679153,1.29806,-0.0502705,-0.696913,1.20957,0.130161,-0.395043,1.2815,0.139588,-0.673991,1.31816,0.132939,-0.692025,1.22965,35,-1.45855,0.0786512,0.293444,-1.44806,0.0470501,0.0208468,-1.35957,0.0502706,0.00308746,-1.4315,-0.13016,0.304957,-1.46816,-0.139588,0.0260093,-1.37965,-0.132939,0.00797486,
-1,-1,-1,5032,149064187,-0.0786315,-0.406397,1.30852,-0.0469785,-0.679035,1.29832,-0.0502182,-0.696695,1.21005,0.13011,-0.395071,1.2816,0.139704,-0.674015,1.31811,0.133035,-0.691945,1.22981,83,-1.45852,0.0786316,0.293603,-1.44832,0.0469786,0.0209653,-1.36004,0.0502183,0.00330538,-1.4316,-0.13011,0.304929,-1.46811,-0.139704,0.0259855,-1.37981,-0.133035,0.00805491,
-1,-1,-1,5065,149064218,-0.0787122,-0.408216,1.30917,-0.0469826,-0.679467,1.29895,-0.0502579,-0.697014,1.21092,0.130022,-0.395115,1.2817,0.139736,-0.674028,1.31808,0.133031,-0.691847,1.23003,115,-1.45917,0.0787122,0.291784,-1.44895,0.0469827,0.0205327,-1.36092,0.050258,0.00298578,-1.4317,-0.130022,0.304885,-1.46808,-0.139736,0.0259721,-1.38003,-0.133031,0.00815326,
-1,-1,-1,5100,149064250,-0.0790455,-0.407689,1.3095,-0.0470707,-0.679289,1.29892,-0.0174081,-0.734121,1.31068,0.129927,-0.395105,1.28174,0.139797,-0.67409,1.31804,0.133002,-0.691985,1.22983,22,-1.4595,0.0790456,0.292311,-1.44892,0.0470708,0.020711,-1.46068,0.0174082,-0.0341209,-1.43174,-0.129927,0.304895,-1.46803,-0.139797,0.0259098,-1.37983,-0.133002,0.00801486,
-1,-1,-1,5165,149064312,-0.0792153,-0.407168,1.31004,-0.047334,-0.679532,1.29981,-0.0507798,-0.697033,1.21191,0.129709,-0.395125,1.28179,0.139774,-0.674169,1.31808,0.132892,-0.691935,1.23016,86,-1.46004,0.0792153,0.292832,-1.44981,0.0473341,0.0204684,-1.36191,0.0507798,0.00296736,-1.43179,-0.129709,0.304875,-1.46808,-0.139774,0.0258306,-1.38016,-0.132892,0.00806552,
-1,-1,-1,5200,149064359,-0.0794862,-0.406773,1.31063,-0.0480226,-0.681811,1.30016,-0.0515763,-0.699179,1.21252,0.129564,-0.395111,1.28189,0.13981,-0.674449,1.31808,0.132808,-0.692108,1.23041,24,-1.46063,0.0794863,0.293227,-1.45016,0.0480227,0.0181891,-1.36252,0.0515764,0.000820756,-1.43189,-0.129564,0.304889,-1.46808,-0.13981,0.0255508,-1.38041,-0.132808,0.00789213,
-1,-1,-1,5232,149064406,-0.0804776,-0.397106,1.31212,-0.0484757,-0.682036,1.30009,-0.0520992,-0.699275,1.21272,0.129347,-0.395064,1.28181,0.139626,-0.67494,1.3184,0.13255,-0.692469,1.231,72,-1.46212,0.0804777,0.302894,-1.45009,0.0484758,0.0179641,-1.36272,0.0520992,0.000724673,-1.4318,-0.129347,0.304936,-1.4684,-0.139626,0.0250599,-1.381,-0.13255,0.00753123,
-1,-1,-1,5265,149064437,-0.0804375,-0.398501,1.31242,-0.0485979,-0.682688,1.30065,-0.0523052,-0.699865,1.21354,0.129241,-0.395068,1.28184,0.139621,-0.675019,1.31838,0.13246,-0.692489,1.23125,11,-1.46242,0.0804376,0.301499,-1.45065,0.048598,0.0173116,-1.36354,0.0523053,0.000135243,-1.43184,-0.129241,0.304932,-1.46838,-0.139621,0.0249807,-1.38125,-0.13246,0.0075112,
-1,-1,-1,5300,149064468,-0.0804964,-0.399035,1.31267,-0.0482982,-0.682287,1.30162,-0.0521296,-0.699625,1.21423,0.129074,-0.395112,1.28192,0.13967,-0.675048,1.31831,0.132392,-0.692665,1.2309,43,-1.46267,0.0804965,0.300965,-1.45162,0.0482983,0.0177132,-1.36423,0.0521297,0.000374734,-1.43192,-0.129074,0.304888,-1.46831,-0.13967,0.0249524,-1.3809,-0.132392,0.00733507,
-1,-1,-1,5332,149064500,-0.0803291,-0.395495,1.31326,-0.0482398,-0.682203,1.30164,-0.0521724,-0.699689,1.21396,0.128984,-0.395131,1.28193,0.139688,-0.674977,1.31825,0.132311,-0.69274,1.23055,75,-1.46326,0.0803291,0.304505,-1.45164,0.0482399,0.0177968,-1.36396,0.0521725,0.000311136,-1.43193,-0.128984,0.304869,-1.46825,-0.139688,0.0250233,-1.38055,-0.132311,0.00725967,
-1,-1,-1,5365,149064531,-0.080367,-0.398704,1.31389,-0.0480341,-0.682846,1.30226,-0.0520569,-0.700236,1.2148,0.128726,-0.39511,1.28196,0.139806,-0.67497,1.31818,0.132342,-0.692643,1.23069,13,-1.46389,0.0803671,0.301296,-1.45226,0.0480342,0.0171545,-1.3648,0.052057,-0.000235856,-1.43196,-0.128726,0.30489,-1.46818,-0.139806,0.0250296,-1.38069,-0.132342,0.00735706,
-1,-1,-1,5400,149064562,-0.080116,-0.399927,1.31419,-0.0483471,-0.682867,1.30173,-0.0524804,-0.700395,1.21398,0.128677,-0.395108,1.28197,0.139771,-0.674638,1.31808,0.132191,-0.692457,1.23031,45,-1.46419,0.080116,0.300073,-1.45173,0.0483472,0.0171335,-1.36398,0.0524805,-0.000395298,-1.43197,-0.128677,0.304892,-1.46808,-0.139771,0.0253624,-1.38031,-0.132191,0.00754315,
-1,-1,-1,5432,149064593,-0.0805197,-0.394674,1.31507,-0.0486562,-0.683063,1.30152,-0.052886,-0.700762,1.21349,0.128662,-0.395104,1.28198,0.139859,-0.674649,1.31808,0.132175,-0.692643,1.23003,77,-1.46507,0.0805198,0.305326,-1.45152,0.0486563,0.0169368,-1.36349,0.052886,-0.000761569,-1.43198,-0.128661,0.304896,-1.46808,-0.139859,0.0253506,-1.38003,-0.132175,0.00735754,
-1,-1,-1,5465,149064625,-0.0805541,-0.392297,1.31526,-0.0489117,-0.683193,1.30124,-0.0532277,-0.701017,1.21294,0.128619,-0.395089,1.282,0.139869,-0.674866,1.31814,0.132094,-0.692985,1.2298,-1,-1.46526,0.0805542,0.307703,-1.45124,0.0489118,0.0168067,-1.36294,0.0532278,-0.00101662,-1.432,-0.128619,0.304911,-1.46814,-0.139868,0.0251345,-1.3798,-0.132094,0.00701523,
-1,-1,-1,5500,149064640,-0.0789398,-0.403338,1.31457,-0.0489748,-0.683248,1.30108,-0.0533611,-0.701235,1.2125,0.12853,-0.395173,1.28208,0.139996,-0.674955,1.31819,0.132147,-0.693239,1.22958,15,-1.46457,0.0789399,0.296662,-1.45108,0.0489749,0.0167521,-1.3625,0.0533612,-0.00123465,-1.43208,-0.12853,0.304827,-1.46819,-0.139996,0.0250455,-1.37958,-0.132147,0.00676149,
-1,-1,-1,5532,149064671,-0.0789703,-0.403416,1.31454,-0.0488749,-0.683048,1.30125,-0.0533389,-0.70116,1.21238,0.128495,-0.395143,1.2821,0.139994,-0.674969,1.31817,0.132068,-0.693373,1.22927,47,-1.46454,0.0789704,0.296584,-1.45125,0.048875,0.0169516,-1.36238,0.053339,-0.00115979,-1.4321,-0.128495,0.304857,-1.46817,-0.139994,0.0250311,-1.37927,-0.132068,0.00662714,
-1,-1,-1,5565,149064703,-0.0800275,-0.395344,1.31472,-0.0490858,-0.682832,1.30101,-0.0536097,-0.701061,1.21188,0.128486,-0.395147,1.28211,0.140007,-0.674969,1.31819,0.132017,-0.693489,1.22902,79,-1.46472,0.0800276,0.304657,-1.45101,0.0490859,0.0171677,-1.36188,0.0536098,-0.00106078,-1.43211,-0.128486,0.304853,-1.46819,-0.140007,0.0250313,-1.37902,-0.132017,0.00651127,
-1,-1,-1,5599,149064734,-0.0799518,-0.396138,1.31462,-0.0482593,-0.683604,1.30237,-0.0528756,-0.701948,1.21298,0.128487,-0.395151,1.28211,0.139995,-0.675018,1.31822,0.131929,-0.693654,1.2288,18,-1.46462,0.0799519,0.303862,-1.45237,0.0482594,0.0163956,-1.36298,0.0528757,-0.00194788,-1.43211,-0.128487,0.304849,-1.46822,-0.139995,0.0249816,-1.3788,-0.131929,0.00634605,
-1,-1,-1,5633,149064765,-0.0799707,-0.398115,1.31447,-0.048505,-0.683507,1.302,-0.0531608,-0.70196,1.21236,0.12851,-0.395069,1.28205,0.140152,-0.674795,1.31821,0.132038,-0.693545,1.22854,50,-1.46447,0.0799708,0.301885,-1.452,0.0485051,0.0164934,-1.36236,0.0531609,-0.00196004,-1.43204,-0.12851,0.304931,-1.46821,-0.140152,0.0252051,-1.37854,-0.132038,0.00645489,
