tR,tRW,x,y,th,v,w,batVolt,isFollowing,xVm,yVm,dist,xVmG,yVmG,vD,wD,kappaD,distVm,headVm,vScale,wScale,distDesired,thDesired,xError,yError,vx,vy,vNew,wNew,xVmD,yVmD,
1154828798,154828828,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0,0,0,0,0,0,
1154828982,154829000,0,0,0,0,0,12.6,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829094,154829093,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829192,154829203,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829287,154829296,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829383,154829390,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829478,154829484,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829591,154829593,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829686,154829703,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829782,154829796,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829877,154829890,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154829975,154829984,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830088,154830078,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830182,154830187,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830278,154830281,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830373,154830390,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830471,154830484,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830581,154830578,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830678,154830687,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830774,154830781,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830868,154830875,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154830967,154830968,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831078,154831078,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831172,154831218,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831270,154831281,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831364,154831375,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831461,154831468,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831572,154831562,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831670,154831671,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831766,154831781,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
1154831861,154831875,0,0,0,0,0,12.4,0,0.3,0,0,0.3,0,0.559017,0,0,0.3,0,-0.8,0.5,2.1,0,0,0,0.85,0,0.85,0,0.3,0,
