tO,tOW,trigger,tK,tKW,KLKneeX,KLKneeY,KLKneeZ,KLAnkleX,KLAnkleY,KLAnkleZ,KLFootX,KLFootY,KLFootZ,KRKneeX,KRKneeY,KRKneeZ,KRAnkleX,KRAnkleY,KRAnkleZ,KRFootX,KRFootY,KRFootZ,tDiffR,WLKneeX,WLKneeY,WLKneeZ,WLAnkleX,WLAnkleY,WLAnkleZ,WLFootX,WLFootY,WLFootZ,WRKneeX,WRKneeY,WRKneeZ,WRAnkleX,WRAnkleY,WRAnkleZ,WRFootX,WRFootY,WRFootZ,
48936410,154856171,0,27567,154856625,0.0120787,-0.512324,1.77341,0.0351477,-0.766362,1.83113,-0.0405928,-0.816523,1.76832,0.164909,-0.453852,1.54011,0.149684,-0.734171,1.56822,0.0523265,-0.760341,1.53169,93,-0.946221,-0.106135,0.187676,-1.00315,-0.131088,-0.0663618,-0.94287,-0.0533251,-0.116523,-0.708035,-0.251218,0.246148,-0.736623,-0.236925,-0.0341711,-0.703312,-0.13842,-0.0603414,
48936410,154856171,0,27600,154856671,0.00246067,-0.443861,1.77946,0.0274691,-0.765678,1.8511,0.00233574,-0.827782,1.75242,0.152685,-0.44612,1.54036,0.132191,-0.722204,1.53239,0.0529571,-0.775187,1.5094,32,-0.924666,-0.0954863,0.256139,-0.995456,-0.122826,-0.0656778,-0.897645,-0.0944766,-0.127782,-0.680784,-0.237806,0.25388,-0.673488,-0.217063,-0.0222039,-0.653097,-0.137119,-0.0751871,
48936410,154856171,0,27633,154856718,-0.00584096,-0.528909,1.82294,0.0336933,-0.785093,1.86394,-0.047024,-0.731378,1.88174,0.12942,-0.446294,1.56221,0.117846,-0.719126,1.51295,0.0535485,-0.783813,1.4611,80,-0.932687,-0.0887817,0.171091,-0.972349,-0.129663,-0.0850925,-0.992827,-0.0495849,-0.031378,-0.667589,-0.215262,0.253706,-0.618746,-0.202049,-0.0191261,-0.569068,-0.136056,-0.0838126,
48936410,154856171,0,27667,154856750,-0.00764021,-0.530703,1.82608,0.0193202,-0.783426,1.88653,-0.0644975,-0.71225,1.87235,0.124816,-0.451072,1.55696,0.103531,-0.72161,1.48909,0.0497733,-0.785771,1.41679,18,-0.907141,-0.0882363,0.169297,-0.966618,-0.117268,-0.0834261,-0.95535,-0.0330112,-0.0122499,-0.633603,-0.211317,0.248928,-0.566506,-0.187701,-0.0216103,-0.496112,-0.131478,-0.0857713,
48936410,154856171,0,27700,154856781,-0.0145619,-0.531768,1.83501,0.013275,-0.781937,1.90322,-0.0712628,-0.730016,1.91499,0.119012,-0.457772,1.55409,0.0952597,-0.725198,1.47634,0.0808413,-0.759571,1.33415,50,-0.892398,-0.0808009,0.168233,-0.959606,-0.110977,-0.0819372,-0.974284,-0.0268963,-0.0300159,-0.607032,-0.204592,0.242228,-0.530144,-0.178168,-0.0251979,-0.388541,-0.158847,-0.0595707,
48936410,154856171,0,27733,154856828,-0.0210879,-0.533936,1.84563,-0.00766328,-0.777121,1.93517,-0.0972426,-0.770559,1.85117,0.113524,-0.460837,1.55411,0.0913504,-0.725478,1.47312,0.0811378,-0.76001,1.33064,4,-0.867379,-0.0734063,0.166064,-0.956399,-0.0899156,-0.0771211,-0.875543,0.00251171,-0.070559,-0.571383,-0.197869,0.239163,-0.489709,-0.171824,-0.0254784,-0.347661,-0.15679,-0.0600098,
48936410,154856171,0,27767,154856859,-0.02654,-0.534516,1.85417,-0.0108437,-0.777878,1.943,-0.0827111,-0.70426,1.95188,0.108163,-0.461878,1.55445,0.0879415,-0.724439,1.47258,0.035744,-0.789712,1.40143,36,-0.850525,-0.0649742,0.165484,-0.938788,-0.0836216,-0.0778778,-0.950055,-0.0120899,-0.00425994,-0.546487,-0.189616,0.238122,-0.465335,-0.166678,-0.0244393,-0.395961,-0.112139,-0.0897118,
48936410,154856171,0,27833,154856890,-0.0402712,-0.526237,1.86941,-0.0263697,-0.763244,1.97239,-0.032469,-0.800727,1.82847,0.0940328,-0.447123,1.56007,0.0729159,-0.723347,1.49014,-0.00238217,-0.77949,1.46002,68,-0.8422,-0.0498143,0.173764,-0.944668,-0.0670818,-0.0632437,-0.80102,-0.0562708,-0.100727,-0.52862,-0.173912,0.252877,-0.459418,-0.150515,-0.0233474,-0.431789,-0.0742712,-0.0794899,
48936410,154856171,0,27867,154856937,-0.0451075,-0.523738,1.87121,-0.038893,-0.782153,2.00921,-0.0760789,-0.673262,1.98129,0.0905197,-0.444368,1.56101,0.0683108,-0.723712,1.49718,-0.00316589,-0.783237,1.45731,7,-0.808119,-0.0421212,0.176262,-0.945848,-0.0527378,-0.0821527,-0.91913,-0.0146796,0.026738,-0.493744,-0.167777,0.255632,-0.437727,-0.145823,-0.0237119,-0.400253,-0.0730649,-0.0832372,
48936410,154856171,0,27900,154856968,-0.0508138,-0.519631,1.87018,-0.0393806,-0.7805,2.00963,-0.0765182,-0.671578,1.98109,0.0883782,-0.443679,1.56021,0.0658532,-0.724518,1.50551,-0.00335354,-0.786037,1.46497,23,-0.802539,-0.037708,0.180369,-0.941548,-0.0536855,-0.0804996,-0.914228,-0.0156362,0.028422,-0.488196,-0.166712,0.256321,-0.434259,-0.142414,-0.024518,-0.396,-0.0719213,-0.0860368,
48936410,154856171,0,27933,154857000,-0.00108873,-0.492456,1.73902,-0.0351149,-0.745363,1.97619,-0.0413468,-0.782605,1.83191,0.0871131,-0.443803,1.55974,0.0659652,-0.724513,1.52151,0.0014163,-0.790353,1.49106,55,-0.646017,-0.0804323,0.207544,-0.884143,-0.0539235,-0.0453629,-0.740129,-0.0431318,-0.0826049,-0.464032,-0.16292,0.256197,-0.426487,-0.140574,-0.0245127,-0.398102,-0.0750944,-0.0903527,
48936410,154856171,0,27967,154857046,-0.00887923,-0.492635,1.74263,-0.043393,-0.749173,1.97617,-0.0955967,-0.662119,1.99038,0.0861985,-0.443902,1.56104,0.0652554,-0.723138,1.5419,0.00315645,-0.790891,1.51375,9,-0.60976,-0.0714481,0.207365,-0.844272,-0.0443263,-0.0491725,-0.860119,0.00740279,0.0378813,-0.42526,-0.160744,0.256098,-0.406785,-0.139207,-0.023138,-0.380612,-0.07625,-0.0908909,
48936410,154856171,0,28000,154857078,-0.047073,-0.477849,1.75275,-0.0503881,-0.731545,1.95321,0.00985566,-0.670985,1.84973,0.0843398,-0.44512,1.56837,0.0656488,-0.722144,1.56511,0.00609204,-0.791679,1.53984,41,-0.597204,-0.0303846,0.222151,-0.797671,-0.0331437,-0.0315449,-0.692412,-0.090225,0.0290149,-0.408924,-0.156151,0.25488,-0.406233,-0.13737,-0.0221438,-0.382777,-0.0770751,-0.0916786,
